instance_id,filename,folder,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
1,A_sample_1.jpg,A,0.0,0.0,0.0,0.39252207660092464,-0.01079373024545418,-0.42225088836743835,0.6930727540256454,-0.3693988718029238,-0.5876465490798305,0.6917169873360322,-0.8369028635921024,-0.6855289551624149,0.5938785865647311,-1.1599779525926714,-0.7289040835146501,0.5266693754172928,-0.938228022776857,-0.349392350752472,0.3197900682524981,-1.1466399016860138,-0.6461103484533289,0.26222589569652377,-0.8002714092280275,-0.7357462189202537,0.32682330390727077,-0.721736671672994,-0.7551881312230295,0.17987796168521752,-0.9574359119229354,-0.2257440884281764,-0.009080098479857777,-1.0886497845902898,-0.5361861259471721,0.021400615208224484,-0.606932749093424,-0.5056580850880064,0.16030242850509302,-0.591458257119883,-0.40708868853936575,-0.10712206580564498,-0.918398087390026,-0.1674828851782109,-0.3009628119855265,-1.0148999807937005,-0.4782178062236189,-0.24431980234937545,-0.5904259425316957,-0.3330645513772701,-0.08328186183058571,-0.5618716089334799,-0.15899572001052134,-0.36155054879632387,-0.8350768857815843,-0.14578415171506903,-0.535806505377762,-0.8816362966841351,-0.3313884678246941,-0.4612109710057969,-0.5890255360182529,-0.25130721791141863,-0.31586355532035104,-0.5433430961029049,-0.14000259469915366,A
2,A_sample_101.jpg,A,0.0,0.0,0.0,0.4240623409639955,-0.22798656140434823,-0.07886945717078472,0.7501088641554422,-0.6084034898733457,-0.07815525145145348,0.8529180209445297,-0.990466264087076,-0.07904642439168345,0.6802775393321274,-1.1853011712528594,-0.052682778163576416,0.4656737074199599,-0.9640260021248321,0.016119097705123972,0.44319931368356513,-1.2561862779584683,-0.11686647506496367,0.4704851546617487,-0.9395086334088425,-0.18594393027118594,0.4836699453968181,-0.7698202932004563,-0.20838277514142153,0.2142671190601675,-0.9767425658927213,0.007972556864573883,0.1816661384548984,-1.2819843237846547,-0.13745761337535187,0.24923969303689653,-0.9097402966105478,-0.16796610301873233,0.25772786103683193,-0.7414203374051593,-0.15012214728866294,-0.02289338635842502,-0.9463093985388169,-0.022500453018057576,-0.06365942414257783,-1.2624037412704798,-0.16673179172722005,0.0331525721670337,-0.9147346619617749,-0.11123374261864512,0.0562891261216737,-0.7295865704802214,-0.0321944895657262,-0.2716950606195723,-0.8755586431818376,-0.06054926867694594,-0.2800114925477813,-1.127815149855786,-0.15004681456818164,-0.16940995753818247,-0.9230418311572522,-0.09720486450139804,-0.11721387445932155,-0.7765936039244065,-0.027489112609370186,A
3,A_sample_103.jpg,A,0.0,0.0,0.0,0.3363957316691608,-0.2751415487007042,-0.18362619826030893,0.49298239840587404,-0.812180396567972,-0.23123178032810998,0.3936422421769561,-1.2549954912606052,-0.2718242911572583,0.4109807093024385,-1.5899423209042542,-0.28926027267094584,0.07277229449355418,-1.097323205818085,-0.07763573853956131,0.006312603254098711,-1.397257729940195,-0.3334519800111842,0.05663464994545,-1.0992579908389741,-0.4489131046722289,0.12227454474572412,-0.824113455371229,-0.4680142621462531,-0.23046150494930517,-0.9707910246557903,-0.06672541632887849,-0.3045890094308433,-1.240943890149953,-0.37194013567638107,-0.13904310827443353,-0.8346877485114537,-0.4464630667800626,-0.006784512446535164,-0.5534368389424228,-0.40786276512383607,-0.49827288731053193,-0.7973654631379086,-0.09697206836129302,-0.5759498088524814,-1.0167978329947853,-0.4361398042982617,-0.34386200924949467,-0.6029699524540137,-0.4097945989344349,-0.19073899669102287,-0.3523621349069294,-0.2861993164703218,-0.7559100610879912,-0.5732056810770536,-0.13280095243609458,-0.799842346376691,-0.7748229811249475,-0.3728917054328596,-0.5769641007168155,-0.49351774084117567,-0.3420309705411946,-0.4214841733956972,-0.3134304798929337,-0.24544600023710517,A
4,A_sample_104.jpg,A,0.0,0.0,0.0,0.2536768681202795,-0.3197971218437463,-0.2142755735954527,0.2514151914121043,-0.8085843845496635,-0.2823850665957336,0.028735909123672375,-1.1730443050880075,-0.3318003373700171,-0.08238972874636363,-1.4838552717623157,-0.34583938016276905,-0.18257732137315677,-1.1021869649939355,-0.10567869978309889,-0.37579731841786723,-1.2941018574393948,-0.35502692367654076,-0.2383399968395984,-0.9942923710841287,-0.4715080272729202,-0.09100734775100375,-0.7653793311054583,-0.500930098473595,-0.42269926716020034,-0.9023261084515153,-0.08445663709249758,-0.6180706503835719,-1.0861041909327653,-0.38098838172044236,-0.3753414689172037,-0.7577498215343582,-0.4539800778378828,-0.18318175672608264,-0.5616267687054248,-0.42510576491246715,-0.5914598162991667,-0.6747753006829722,-0.10596567817377413,-0.7470633540349092,-0.782722156445,-0.415801938777504,-0.45974769419951356,-0.5085427834852236,-0.39242435626605104,-0.2531716401799314,-0.37109915811650235,-0.28683414961261333,-0.7188493425803105,-0.4188891979200217,-0.1404779186207903,-0.8223232145387314,-0.515210494762178,-0.35916944137149304,-0.5917636558951812,-0.34693598084886496,-0.34616748097207756,-0.4116668802630349,-0.26861240441856177,-0.27236543329862906,A
5,A_sample_107.jpg,A,0.0,0.0,0.0,-0.2500350956616407,0.2537936578776696,-0.009500396653512417,-0.32793325104464527,0.6620360251242182,0.02180755197448034,-0.34464305539379714,0.908560562524428,0.036700185909212805,-0.34944731099647286,1.0583073886992873,0.047046753061469326,-0.006807765175618856,1.0176139032832985,0.09857421408671689,0.06972014004727872,1.3308911398055439,0.05756532341305831,0.14198509510265023,1.5529491245122475,-0.00906838300105193,0.21150320818417434,1.7275230716872063,-0.06350356830297148,0.1683192647912375,0.9844085518827568,0.051072772396171265,0.2539560495082145,1.3151452668086918,0.016347604067013816,0.3080254413631446,1.559144467136969,-0.05466917058295744,0.36347776668544873,1.7672168407053914,-0.10978320831924716,0.32650819087813404,0.9050101424401575,-0.00958578514408732,0.42580172669496685,1.228987107567985,-0.05259905595251648,0.4714113526027376,1.4564255324074986,-0.09583050866466603,0.5160497995540557,1.6522055163577982,-0.1288119133435344,0.4730253034524768,0.7654484649760435,-0.0766212363775448,0.589326248363979,1.0183540648573859,-0.12876546922395493,0.6486623835615746,1.2095377088491384,-0.14365073169411272,0.689002095299863,1.3750521508333073,-0.15087228976932038,A
6,A_sample_109.jpg,A,0.0,0.0,0.0,0.3722679877015227,-0.33351456825935066,-0.15788784474076972,0.5281624875418297,-0.810930312400397,-0.21449490293670168,0.42200210216648654,-1.2047290476788737,-0.26394550537709055,0.41136619628950494,-1.4933233413110933,-0.2695139842277431,0.1390801816002945,-1.0861646457670089,-0.11621980645814861,0.03187428436580848,-1.364949234168931,-0.33735203978226674,0.13670132911383825,-1.0002132245193787,-0.41143248493557655,0.18396578469320993,-0.8688170528968802,-0.4300118525587943,-0.16652902986275625,-0.9793805855321455,-0.1143754820566064,-0.24446238365213313,-1.2198282256588424,-0.3350597973386228,-0.06289443823792605,-0.81669431737828,-0.32951262703504025,-0.02937834665864813,-0.7548411258504468,-0.2835182399726748,-0.43269579393382773,-0.8369843193379488,-0.14816643497508664,-0.5151339706330684,-1.0978430366231624,-0.3956256705732502,-0.3022691870002855,-0.7106775712161156,-0.2808092855875414,-0.254282958133236,-0.6215651241803803,-0.14743097193481192,-0.6936378880037021,-0.6554331593490366,-0.19263819822284903,-0.7440487853131355,-0.8710881759734521,-0.334834707537128,-0.5418646228296365,-0.6468065514311184,-0.23989892179680153,-0.46699502191292636,-0.5631438641980743,-0.13393322843687874,A
7,A_sample_110.jpg,A,0.0,0.0,0.0,0.3950958319532591,-0.3468881169573589,-0.15337277747017372,0.6522580122641338,-0.7398602379962783,-0.23031038044001625,0.6976795492303228,-1.118223057603175,-0.31224883252599517,0.4490414871149489,-1.2922754775776237,-0.3791072708239063,0.19481329511342338,-1.068587032663717,-0.10414096006266528,0.15232025748068195,-1.286778137522191,-0.33310285689292013,0.19378267454293216,-0.9597880809680238,-0.46436537712127834,0.22066454195169213,-0.7362432642568775,-0.5190356751194165,-0.11905941593475804,-0.985452833315538,-0.12127476566727696,-0.1834302046125629,-1.214459181048854,-0.39222373417305095,-0.05803062944165995,-0.815787411985554,-0.4700438533814666,0.028123290791856114,-0.5800700070730225,-0.4685371294964562,-0.3955191365472006,-0.8434749826427391,-0.16672280001118187,-0.46211897220069637,-1.0050176344675568,-0.4326940188410731,-0.28042249983364914,-0.6544179242814441,-0.3953655194272494,-0.1662108951392925,-0.46770962484645767,-0.3024256893729063,-0.6648918051311625,-0.6623311978730299,-0.22177035074889584,-0.7337184660320081,-0.8571464533349895,-0.3709798618272045,-0.5408721846399217,-0.6274952816231287,-0.30331059070219785,-0.404769759910259,-0.47580612568123737,-0.21511923122617788,A
8,A_sample_111.jpg,A,0.0,0.0,0.0,0.4231268622187907,-0.1913573526921054,-0.12208927313000623,0.7036495994673039,-0.6354643685047137,-0.12133686259766534,0.6870220764918823,-1.0670156928129109,-0.11326177794689261,0.7087997620857587,-1.35019480560106,-0.06299056822431072,0.4703011189795141,-0.998123050868735,0.011607546765763713,0.4819938334585465,-1.2845835343116445,-0.14267372083954613,0.48589927265951927,-0.9278550880571469,-0.19111591400735825,0.48716564852949157,-0.80789357637752,-0.19874828159322142,0.22345184669618323,-0.9745719123756207,0.016699096280669058,0.2507025310244731,-1.233077324049318,-0.16099367070111437,0.2948452493694174,-0.815369329433715,-0.17181562985257856,0.28430518661799836,-0.7464579610441419,-0.1343746259623904,-0.011652628181854462,-0.9149900200694064,-0.011245757323146949,0.011381484857877034,-1.1515949513848789,-0.23156602359227732,0.07298944200904915,-0.749454387374802,-0.1531127875794623,0.06244225930703666,-0.6662300651541627,-0.04098800984154354,-0.2674410472023002,-0.8275992588150739,-0.04460827002826328,-0.20643584751234392,-1.0250608475051832,-0.17954744510452444,-0.13894876184221067,-0.7467150595340717,-0.10432425270537544,-0.15670338274996437,-0.6496674020026423,-0.009740261143286468,A
9,A_sample_112.jpg,A,0.0,0.0,0.0,0.4395624891371654,-0.2175711213350983,-0.16886564554038005,0.7441858000175257,-0.6348564208393017,-0.21195525030900253,0.797318369826027,-1.0709133769792485,-0.24844476450108557,0.7572265539015975,-1.4205865401628293,-0.2560550148801742,0.5227095468167586,-0.9652497748451593,-0.09301504966960657,0.5367072532567337,-1.2087936558039405,-0.32006879722834414,0.46041381790606384,-0.8568841935996001,-0.40592010932929656,0.40794664983412543,-0.5778240087744473,-0.4084301845263287,0.23012725365980774,-0.9699258672685874,-0.07927962617389804,0.231098986006446,-1.2382504788340905,-0.35433918418285054,0.1971694093580323,-0.8046599586143213,-0.3965600289626527,0.19531104514404027,-0.5095816699557226,-0.34939083245640956,-0.045826296941226384,-0.9426653211416546,-0.10204218607930568,-0.05337293587887522,-1.163894596260403,-0.382257781045165,-0.028896202231060424,-0.7350173513060164,-0.3218352155862902,0.0027089800649757836,-0.4596077747924017,-0.193183321413956,-0.3261292288020733,-0.8815057691966176,-0.13535307290871618,-0.29224453604447054,-1.1195213861135411,-0.31088434355923644,-0.2464962608406505,-0.8367051119440262,-0.25261219875811397,-0.22150659066595987,-0.6382789536432875,-0.15331580826102298,A
10,A_sample_113.jpg,A,0.0,0.0,0.0,0.38568537384921403,-0.2640780098555442,-0.11129785821935587,0.6016163263879619,-0.6852653272984353,-0.11985745959573742,0.5928764217808961,-1.0804444330553888,-0.1278485553985915,0.6144387837156472,-1.3627595888638233,-0.10015664399883248,0.36132800183849517,-0.9964509457024849,0.015920222837356,0.36547400519969264,-1.2632111956901966,-0.12713830362080752,0.3788315816465898,-0.9367759925788249,-0.1826498699666216,0.3833813107650941,-0.8132355365028815,-0.19727484488356212,0.13296839771771504,-0.9910364910398186,0.012887150028887172,0.1472431073175113,-1.2272762342293293,-0.1321095747439636,0.18532865243691105,-0.8553231512294827,-0.14746885278769797,0.17248448338560618,-0.789102113434498,-0.12652973196247497,-0.08581858232717307,-0.9529237126808787,-0.02202440225800312,-0.07614544794452457,-1.2095926904362324,-0.19617611000788754,-0.02529715273739363,-0.8517062775464989,-0.11847550136847039,-0.04142428413601483,-0.7624836338618204,-0.02308099755587126,-0.3284816266475392,-0.8762759939576183,-0.06594513248716406,-0.30055370553655925,-1.1296000560853272,-0.1717433669652281,-0.2359459798255364,-0.8873132235276808,-0.091497070429534,-0.2440581161479444,-0.7665571088359263,-0.0014088130569615495,A
